application_id,applicant_id,application_date,age,state,employment_status,years_employed,annual_income,monthly_housing_cost,product,requested_amount,term_months,purpose,interest_rate_offered,credit_score,revolving_utilization,open_trades,delinquencies_24m,inquiries_6m,bankruptcies_7y,oldest_trade_months,dti,pti,ltv,outcome,default_within_12m,lgd,ead
603fea0c-9e6d-66f3-3638-0b70fed50f49,7659ebd6-6b7e-c872-4f5e-cfa77992b8f8,2023-04-15,40,MA,employed,5.1,81741.64,2111.33,personal_loan,16064.89,60,business,13.16,612,0.545,15,2,1,0,215,0.1265,0.0539,,current,0,,
26531da9-2447-f5db-0610-afc34bda6ebf,27d0f093-5f0b-e6cc-3335-618404e1020e,2024-10-31,22,WY,employed,0.0,15364.13,341.54,personal_loan,6425.82,24,debt_consolidation,21.51,519,0.409,23,0,2,0,104,0.2592,0.2592,,current,0,,
032bebe1-bde1-01ee-370b-1c5284f03300,1116643a-ef94-37ba-189d-bf18c5d9ea0c,2024-06-20,79,TX,employed,22.4,89626.09,2263.11,mortgage,582024.89,180,other,13.57,663,0.398,15,1,3,0,596,1.2071,1.0154,0.862,current,0,,
71117534-5f6d-015e-1f3d-72fa8b37a1db,12594b8b-b6f2-6154-67b7-a06d5e0c1d88,2025-06-17,46,AK,employed,2.6,58607.53,1491.24,auto,20356.4,48,business,29.9,531,0.653,12,1,2,0,182,0.1498,0.1498,0.882,default,1,0.328,13154.99
497aa69b-b5f9-023a-5797-5545fe57a973,5a394b36-6111-be90-43e2-58751e197d9a,2024-12-08,74,ID,employed,14.9,85062.34,2640.1,auto,28201.54,36,business,8.68,674,0.125,10,0,1,0,580,0.1737,0.1259,0.772,charged_off,1,0.462,25368.8
07c945e9-c4e9-01b9-1398-cb098a582241,2feb4901-0d69-9e24-5591-388d40be8ba8,2023-09-08,60,TN,employed,23.7,188041.0,4011.62,auto,22899.39,60,auto,6.63,768,0.276,15,1,2,0,392,0.155,0.0287,0.837,paid,0,,
2a674728-d494-bb82-55c5-9cf61ed73914,680d484d-8c64-05ba-70cc-4000babd64ab,2024-01-30,67,AZ,employed,12.9,21135.7,311.08,mortgage,265509.88,240,business,10.81,594,0.38,14,2,0,0,492,1.6334,1.5365,0.789,default,1,0.459,255665.06
38324d74-685d-eba9-5dfa-1a9f70e08c9a,4604a0b5-4384-5104-68f1-fee458a6d479,2025-05-14,65,TX,retired,12.8,47424.45,1401.81,personal_loan,27104.81,24,auto,18.97,511,0.377,12,2,1,0,467,0.5652,0.3456,,default,1,0.644,21991.37
6f0d7265-5bae-9f21-6112-57bf17870697,41727936-142d-0dfe-3cbd-66e703d58e27,2024-05-12,30,IA,retired,10.5,87772.06,1878.29,personal_loan,21843.61,24,debt_consolidation,16.22,599,0.207,3,2,0,0,109,0.3571,0.1465,,current,0,,
7f01f4dc-7a97-2066-608e-e74bc9fd5630,6ec67896-6821-3e31-3174-b37e244a648a,2023-07-26,40,VA,employed,18.8,30095.26,897.9,auto,15909.19,48,other,10.47,686,0.449,16,1,0,0,252,0.4317,0.1623,1.005,paid,0,,
6d143536-71bd-dea2-6a8a-fb17f2ead956,32ad4444-4699-8fab-2707-55c016cb4b8c,2025-08-18,47,IA,employed,5.3,132094.38,3377.61,personal_loan,14167.76,36,home_improvement,15.79,632,0.014,18,0,2,0,229,0.3003,0.0451,,default,1,0.508,10653.68
5d795937-30ce-c80c-66a1-712234893c4f,4264d177-b3b8-20cc-45bd-a559f5da8c6f,2025-10-25,49,MI,employed,9.3,76274.67,1721.39,mortgage,104384.85,180,debt_consolidation,12.76,650,0.415,17,0,0,0,289,0.4993,0.2052,0.876,default,1,0.584,99400.8
77a3b333-e7b6-0b73-3cd3-986acb4e0c8f,5489fda5-b18d-0a0f-371a-b31f62f37e05,2024-10-27,20,ND,employed,0.6,87083.37,2209.12,auto,43076.3,60,medical,23.15,553,0.033,1,1,3,0,47,0.3476,0.1678,0.718,current,0,,
51b363a2-9530-91a7-41e9-8b77c87ff3b8,1be217a6-3ea0-40be-6ef4-ae426eb15c9c,2024-01-13,52,CT,employed,18.9,52547.93,1824.16,mortgage,196453.25,360,home_improvement,22.28,555,0.438,17,1,0,2,315,1.0444,0.8341,0.805,default,1,0.832,193835.38
6ceec7ad-d691-cec4-3736-ca9d9307af86,2c49c1a4-9663-7379-7623-028e22cf3183,2025-01-22,27,NV,employed,0.0,84759.24,3004.63,mortgage,270899.42,360,other,22.03,519,0.223,18,1,0,1,26,0.9363,0.7051,0.871,paid,0,,
68ecce8c-dc74-7a70-6651-402ee3a23e07,1a8a8dd4-0859-47a5-47af-f6a0284ee27c,2023-07-16,64,MT,self_employed,15.8,123581.9,2933.59,auto,22119.93,60,auto,10.91,706,0.694,4,0,1,0,487,0.2408,0.0466,1.009,paid,0,,
7b1f1571-ed71-dddb-1fdc-a22b4dd516c2,44afcdaa-9fde-8a17-6a11-21f75fa51d15,2023-06-18,61,SC,self_employed,18.7,81518.31,1978.27,sm_business,77373.86,60,debt_consolidation,7.33,770,0.24,21,0,0,0,475,0.3676,0.2273,,current,0,,
5ad4cfe5-c822-2672-60e2-bcf40ce3d0c7,11c5e1da-8cae-0eaa-7478-d23f8c2f4da3,2024-05-27,76,WY,employed,23.3,87414.85,2588.48,auto,33543.95,36,other,6.5,760,0.554,13,0,3,0,578,0.2879,0.1411,0.988,current,0,,
77d7f941-45a8-b2b0-7415-60e11b1d1c9e,4405d69d-d377-f989-4b05-a1dde53c9edf,2024-11-12,64,ND,unemployed,0.0,28245.48,519.73,mortgage,289054.48,240,medical,26.44,553,0.552,11,1,1,0,382,2.0,2.7203,0.914,default,1,0.475,188864.45
49694ba1-b958-36f3-4a21-b10c547af96a,414d210c-9e23-5a9f-049c-76d25a02d51b,2025-11-16,41,MA,employed,7.1,37483.65,947.45,personal_loan,12104.67,60,home_improvement,21.67,576,0.226,18,2,1,0,258,0.3285,0.1063,,paid,0,,
1569cc89-73b0-c0a4-7ccb-93ecdd6c9f4c,3fa0aab3-cd9c-6558-21bb-fecf08e5960e,2023-07-16,78,MA,employed,16.9,64367.18,1492.19,auto,43695.17,48,business,13.89,645,0.171,12,1,1,0,534,0.3928,0.2222,0.844,current,0,,
20a46987-1c2c-d62d-5cc4-280a3ccd2c52,2bdd34cf-b969-98fd-5315-c2de2520e584,2023-04-26,43,MA,employed,7.4,55665.32,1400.79,auto,28387.95,72,medical,13.34,634,0.305,13,0,2,0,262,0.2376,0.1239,1.089,current,0,,
65dc9c57-fabf-dc0a-3879-bfe965a26845,3fb48a1f-33c2-2879-0bee-930b662f3624,2024-09-03,38,SD,employed,5.3,72429.33,1337.92,personal_loan,10212.03,60,debt_consolidation,16.52,613,0.283,7,1,1,0,165,0.1554,0.0416,,charged_off,1,0.291,7381.93
1b086554-529b-f71c-182f-da973b487b28,09596a9f-2e11-5eb5-17c3-a1a176b2b128,2024-06-14,75,KY,retired,22.1,130797.2,1839.12,personal_loan,16988.84,36,business,8.68,709,0.241,23,0,1,0,524,0.1083,0.0493,,paid,0,,
6da1a934-8378-c702-4160-77f367015af8,186eecaa-e8f1-6bb6-4ddc-cc98a97aafc2,2023-09-28,41,FL,retired,5.4,32820.39,368.93,sm_business,40459.84,84,auto,23.68,488,0.463,24,1,0,2,212,0.6399,0.362,,current,0,,
0b899bcf-01da-fa77-5bc7-4b490e4e78a9,16c29fd5-ea6a-7a90-70dc-2e9b9b478e4c,2023-12-01,22,KY,employed,1.9,52038.81,875.05,auto,27702.3,48,business,14.26,584,0.166,3,6,3,0,33,0.3633,0.1754,1.083,paid,0,,
20059ae5-1a0c-037d-702d-b4046e387731,1ad96ff4-a936-24f9-0baa-31f8df2bbfc3,2025-08-05,47,AK,student,0.0,45017.23,929.95,personal_loan,23133.5,36,other,14.71,668,0.233,18,0,0,0,264,0.3066,0.2129,,current,0,,
27a00c5c-61ab-bc11-19a2-797cca3b668b,70187209-eef8-b24e-25cd-4b446da277a2,2023-12-26,68,CO,employed,19.0,47859.57,1034.87,personal_loan,9649.53,24,medical,12.45,658,0.275,0,0,1,0,524,0.3753,0.1144,,paid,0,,
0adca437-edcf-d703-4179-da2f5f489dd4,36743fad-0e9e-6b18-7ac1-6065aad36dd3,2023-03-25,29,CA,employed,4.2,36708.46,1271.36,personal_loan,5739.96,24,business,15.54,659,0.628,9,0,0,0,92,0.2155,0.0915,,current,0,,
39b1c4ef-60f4-d9f6-602a-ff11143d5614,78e1172f-d0db-672d-5b82-6589601cb1c8,2023-10-01,47,RI,employed,10.2,70563.51,2101.73,personal_loan,7553.23,36,home_improvement,12.0,649,0.241,24,0,1,0,329,0.082,0.0427,,charged_off,1,0.271,6668.52
3b7818fa-d0c7-39c0-2c02-29632fb57eed,08d2fdd7-8e50-f27c-4bf2-91b905f36aec,2024-07-23,26,OR,unemployed,0.0,38731.63,686.37,sm_business,138223.78,36,home_improvement,15.5,611,0.502,4,1,0,0,91,1.7772,1.4951,,paid,0,,
217de884-bd95-cf3b-239a-5003a4247067,7e9a1b14-19d1-a1a7-7934-8d0c90fb120b,2024-06-07,61,OH,employed,12.7,65958.72,1672.82,personal_loan,12375.55,24,auto,16.14,613,0.849,9,2,1,0,402,0.2367,0.1104,,current,0,,
76c3b855-019f-7c2a-1521-4bae9e475250,0d917d5b-5575-375c-32af-0e7c877b6657,2025-03-22,47,MS,employed,11.3,133309.44,2793.99,personal_loan,10686.83,36,other,14.38,649,0.545,5,0,1,0,255,0.1722,0.0331,,default,1,0.674,9203.91
7e7c90a9-1359-97e5-29d8-7f283d05e9e9,28638212-2b62-f01e-109a-ee3c43a7e703,2024-01-08,38,OK,employed,6.0,94962.44,2058.27,auto,32716.06,36,medical,13.68,654,0.32,18,0,1,0,134,0.3248,0.1407,0.804,delinquent,0,,
0b505f09-33b2-c179-1fd5-161e28263c9d,58ef26ac-1092-0cd5-230d-76947ec271f5,2025-04-11,32,FL,student,0.0,31666.07,773.11,personal_loan,15976.37,60,auto,14.72,607,0.367,11,1,1,0,152,0.4374,0.1431,,paid,0,,
077a1f54-e6cf-dc2f-651f-b20ab67514e6,2c249008-f749-73c4-0b90-e1322afe57d0,2024-12-22,53,VA,retired,18.7,97271.77,2621.0,personal_loan,14086.1,60,business,9.3,690,0.488,14,0,2,0,336,0.2183,0.0363,,current,0,,
419b5576-6ab3-4b0e-2b22-60a59c7bc394,3fbd66a5-b62f-9002-143e-d834d4f66abf,2025-03-16,60,MT,self_employed,16.7,250373.53,5346.56,mortgage,492676.71,180,other,10.33,736,0.669,23,0,0,0,325,0.3186,0.2585,0.823,current,0,,
54be0a9c-1c74-0958-50b9-067e2575417c,374ebd2f-1827-19f2-1259-09b608ea3c67,2024-12-29,77,WA,retired,18.9,64257.97,1898.12,auto,19796.73,60,other,13.8,611,0.399,13,1,0,0,569,0.32,0.0856,0.924,current,0,,
784dba86-d3ed-c892-7b0a-95a92f67a8bf,7a17c0d1-5085-88e2-128e-c9a34956d356,2024-11-25,45,DE,retired,4.8,19342.55,322.48,sm_business,53407.31,60,home_improvement,20.1,521,0.566,18,1,0,0,234,1.0112,0.8797,,default,1,0.801,34517.0
5720a55d-b34a-ae07-68ae-313ad4aff3ea,42cd32c0-fed8-c7f9-1936-a289dbc18f71,2025-10-02,28,MO,employed,7.2,145850.86,3408.58,auto,15496.26,48,business,15.27,605,0.411,2,0,1,0,163,0.4045,0.0357,0.815,charged_off,1,0.624,13976.72
656e2f89-3c0b-d32b-3ee3-08bead7bab7a,09c6393c-4a0a-3105-19e5-3fb2d018485e,2023-11-07,70,OH,employed,20.3,57111.76,2198.03,auto,30037.1,72,medical,8.9,671,0.302,5,0,1,0,452,0.2934,0.1135,0.808,current,0,,
5a2bb06e-3ff5-5365-0a04-64234f25fe23,0702d683-f46a-fdcd-11d7-c600d3895f04,2024-09-05,57,MO,self_employed,15.9,72972.23,1797.64,mortgage,336772.92,240,auto,9.11,705,0.292,23,0,2,0,332,0.5022,0.5022,0.862,current,0,,
6106d5b8-e78f-72b1-7b1d-580f0d61f6f9,3f2a7d27-57f3-989c-536e-b0e4fbd66bda,2023-02-26,62,MN,employed,9.0,127421.13,4038.45,sm_business,91820.03,24,auto,7.64,670,0.413,21,0,0,0,484,0.6054,0.3897,,paid,0,,
0ae073e4-d492-7cdb-6b05-d78f3ee61056,0b2df378-af9d-a282-3873-4c5b4c41c6b4,2025-06-16,24,FL,employed,4.5,24010.76,573.07,mortgage,177535.81,180,debt_consolidation,20.39,489,0.406,16,4,0,0,114,1.9585,1.584,0.793,default,1,0.569,92708.96
776be3b7-23d1-6dcc-1cf3-c1ee358e4992,4a664d6d-06b8-b0d7-1dfb-1b619ae11bc6,2023-12-30,37,MD,employed,7.8,30595.07,817.54,sm_business,76240.06,24,home_improvement,14.21,590,0.575,9,4,1,0,160,1.7763,1.4387,,default,1,0.496,76151.45
432d0353-ada0-2c90-76c4-0eeed814a5f3,2fa043f0-8125-90f0-0931-e2901bf040d5,2025-06-18,66,ID,self_employed,13.2,27372.58,629.63,mortgage,362767.05,240,medical,14.29,610,0.082,4,2,1,0,455,2.0,2.0112,0.956,charged_off,1,0.384,339088.72
7ae8af8b-18f2-55d2-105e-7331438bb4e8,1c2d4157-3796-f910-3bbe-8f54112c18e7,2024-05-11,70,KS,employed,17.3,45375.38,1013.65,mortgage,304438.22,180,other,8.73,730,0.442,21,1,2,0,545,0.8817,0.8037,0.888,delinquent,0,,
2cac2ba3-7696-81a2-595c-cdb8cf6f54ac,7ec6cf2f-8818-3cbc-7f85-9d13bc486855,2024-07-12,45,OH,unemployed,0.0,31001.79,582.41,personal_loan,9651.2,60,other,24.53,508,0.582,19,2,1,0,177,0.3798,0.1086,,paid,0,,
1c5c0766-81b7-509a-2992-157e57ddcd12,7d643e45-70d0-528d-3627-b1d845782b10,2024-08-27,68,NY,employed,18.6,95540.29,2469.09,mortgage,272542.01,360,home_improvement,8.82,671,0.783,6,0,1,0,426,0.3788,0.271,0.727,current,0,,
02fb3392-8131-c5aa-13a6-993369c8fe8e,0a53bc11-5c25-6319-296a-dab96b8b8a22,2024-01-15,71,NM,employed,18.4,83112.53,1526.45,personal_loan,9532.26,60,business,7.57,745,0.103,14,0,2,0,519,0.23,0.0276,,current,0,,
47fa69b2-0cda-b527-5398-748e0f395088,1e6d6cb6-00f2-fdcb-01ce-e64c9f0455e1,2023-07-09,42,ME,retired,7.6,27916.66,759.78,auto,21741.52,72,debt_consolidation,10.88,613,0.299,15,4,1,0,302,0.23,0.1773,0.89,paid,0,,
530f8afa-45a4-eeba-63a1-50df3eece662,0c309d6c-d594-15e5-3a02-317dec608300,2025-01-19,74,WV,employed,19.8,20464.42,607.06,auto,26524.08,36,business,14.32,661,0.466,11,0,1,0,543,0.6496,0.534,0.774,default,1,0.551,19909.1
3527f0fd-5287-5262-2301-be6901f7f18e,2b7a0f42-dbef-46e9-1715-d4ac10e522ef,2023-06-15,36,CA,employed,6.2,61260.74,1560.4,sm_business,69679.94,24,auto,12.95,617,0.315,23,1,1,0,184,0.761,0.6486,,default,1,0.533,42506.45
01fe8c62-90d2-bb08-1a72-d89ca2f740a7,5ba929f1-52ac-25b8-2db5-f6bea23e63cf,2025-06-12,33,LA,employed,10.3,48777.44,1056.69,sm_business,122658.48,84,auto,13.33,634,0.947,3,0,1,0,195,0.8243,0.5544,,current,0,,
27fc52e6-89d2-9fcd-16cf-7b7640d72053,6d0a0182-78f7-8649-1ed8-56ef34de7c76,2025-02-14,60,CO,retired,4.9,75068.94,1950.4,personal_loan,16396.62,24,business,27.53,568,0.605,6,1,0,1,504,0.4033,0.1432,,paid,0,,
